#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
OQ148198	2021-11-09	2021.855000	2021.855000	2021.855000
NODE_0003438	2021-10-13	2021.783318	2021.645032	2021.874000
NODE_0003439	2021-11-18	2021.882000	2021.764573	2021.882000
OQ148268	2022-01-06	2022.014000	2022.014000	2022.014000
OQ139596	2021-11-18	2021.882000	2021.882000	2021.882000
NODE_0003440	2021-10-30	2021.830073	2021.729980	2021.874000
OQ148241	2021-11-29	2021.912000	2021.912000	2021.912000
NODE_0003441	2021-11-16	2021.874000	2021.798275	2021.874000
OQ148231	2021-11-25	2021.899000	2021.899000	2021.899000
OQ148207	2021-11-16	2021.874000	2021.874000	2021.874000
NODE_0003443	2021-04-27	2021.319034	2020.883394	2021.723000
OQ139605	2021-09-21	2021.723000	2021.723000	2021.723000
NODE_0003444	2021-05-19	2021.378604	2021.003277	2021.751981
NODE_0003445	2021-06-16	2021.455438	2021.149309	2021.756000
NODE_0003446	2021-08-16	2021.623715	2021.408571	2021.756000
OQ148272	2021-10-03	2021.756000	2021.756000	2021.756000
NODE_0003447	2021-10-06	2021.764000	2021.597929	2021.764000
OM831160	2021-10-06	2021.764000	2021.764000	2021.764000
OQ148301	2021-10-21	2021.805000	2021.805000	2021.805000
NODE_0003451	2021-07-14	2021.531625	2021.289824	2021.765886
NODE_0003455	2021-08-13	2021.614303	2021.431562	2021.778000
OQ139587	2021-10-11	2021.778000	2021.778000	2021.778000
NODE_0003456	2021-09-11	2021.694825	2021.543831	2021.792227
OQ148200	2021-11-09	2021.855000	2021.855000	2021.855000
OQ148312	2021-10-18	2021.797000	2021.797000	2021.797000
NODE_0003457	2021-08-31	2021.663970	2021.478450	2021.781000
OM831170	2021-10-13	2021.781000	2021.781000	2021.781000
NODE_0003458	2021-10-11	2021.777568	2021.609735	2021.844000
OQ148184	2021-11-05	2021.844000	2021.844000	2021.844000
NODE_0003459	2021-11-07	2021.852000	2021.727516	2021.852000
OM831196	2021-11-07	2021.852000	2021.852000	2021.852000
OQ148196	2021-11-07	2021.852000	2021.852000	2021.852000
NODE_0003460	2021-06-19	2021.463144	2021.114277	2021.781000
OQ148298	2021-10-15	2021.789000	2021.789000	2021.789000
NODE_0003461	2021-07-14	2021.532959	2021.246543	2021.781000
OQ139588	2021-10-18	2021.795000	2021.795000	2021.795000
NODE_0003462	2021-08-03	2021.588968	2021.352509	2021.781000
OQ139590	2021-10-20	2021.800000	2021.800000	2021.800000
NODE_0003464	2021-08-20	2021.633542	2021.437522	2021.781000
OQ148339	2021-10-13	2021.781000	2021.781000	2021.781000
NODE_0003465	2021-09-03	2021.671310	2021.498858	2021.797000
OQ148313	2021-10-18	2021.797000	2021.797000	2021.797000
NODE_0003466	2021-09-15	2021.704584	2021.552146	2021.814000
NODE_0003467	2021-10-06	2021.762177	2021.654663	2021.814000
OM831186	2021-10-25	2021.814000	2021.814000	2021.814000
NODE_0003468	2021-10-24	2021.813149	2021.722511	2021.838000
OQ139619	2021-11-02	2021.838000	2021.838000	2021.838000
NODE_0003471	2021-11-17	2021.879000	2021.787401	2021.879000
OQ148245	2021-11-30	2021.915000	2021.915000	2021.915000
OQ148219	2021-11-17	2021.879000	2021.879000	2021.879000
NODE_0003474	2021-09-30	2021.745980	2021.591961	2021.866000
NODE_0003478	2021-11-26	2021.904000	2021.749702	2021.904000
OQ148236	2021-11-26	2021.904000	2021.904000	2021.904000
OQ148240	2021-11-29	2021.912000	2021.912000	2021.912000
NODE_0003480	2021-10-17	2021.793457	2021.677709	2021.866000
OQ148212	2021-11-17	2021.879000	2021.879000	2021.879000
NODE_0003481	2021-11-02	2021.837953	2021.753225	2021.866000
OM831198	2021-11-13	2021.866000	2021.866000	2021.866000
NODE_0003483	2021-11-17	2021.877000	2021.807767	2021.877000
OQ139594	2021-11-17	2021.877000	2021.877000	2021.877000
OQ148225	2021-11-22	2021.893000	2021.893000	2021.893000
NODE_0003062	2014-12-08	2014.936734	2014.337142	2015.620936
NODE_0003065	2015-10-14	2015.785657	2015.287801	2016.241773
KY272937	2016-07-10	2016.522000	2016.522000	2016.522000
MH470371	2016-08-08	2016.602905	2016.590000	2016.664000
NODE_0003100	2015-03-04	2015.170727	2014.659908	2015.752982
NODE_0003101	2018-08-07	2018.599373	2018.245726	2018.722991
MK419053	2018-09-25	2018.734000	2018.734000	2018.734000
MK419064	2018-10-02	2018.753000	2018.753000	2018.753000
NODE_0003102	2015-07-14	2015.532206	2015.134289	2015.934109
NODE_0003492	2015-09-23	2015.727958	2015.414719	2016.107636
KX949561	2016-02-01	2016.085000	2016.085000	2016.152437
LC515241	2018-10-14	2018.786000	2018.786000	2018.786000
NODE_0003976	2015-08-31	2015.663561	2015.342936	2015.951426
KX949560	2016-02-01	2016.085000	2016.085000	2016.152245
NODE_0003105	2016-02-01	2016.086417	2015.966407	2016.137000
KX949562	2016-02-19	2016.135795	2016.085000	2016.161000
MN403138	2016-02-20	2016.137000	2016.137000	2016.137000
NODE_0003493	2015-01-27	2015.073114	2014.587403	2015.638747
NODE_0003494	2015-04-01	2015.247726	2014.652085	2015.922697
MH674122	2016-08-28	2016.656000	2016.656000	2016.656000
NODE_0003495	2015-05-17	2015.373473	2014.884668	2015.927681
MW731832	2016-08-31	2016.664000	2016.600277	2016.664000
NODE_0003496	2015-07-04	2015.504769	2015.048178	2015.981350
NODE_0003497	2015-09-06	2015.681198	2015.217570	2016.177780
NODE_0003498	2015-12-01	2015.917209	2015.560009	2016.275790
NODE_0003500	2016-02-15	2016.122993	2015.803985	2016.382464
MH084323	2016-08-31	2016.664000	2016.664000	2016.664000
NODE_0003069	2016-08-01	2016.582246	2016.403960	2016.664000
MW731844	2016-08-22	2016.639345	2016.582000	2016.664000
MW731846	2016-08-22	2016.639345	2016.582000	2016.664000
NODE_0003095	2016-06-29	2016.492000	2016.240161	2016.492000
MK377394	2016-06-29	2016.492000	2016.492000	2016.492000
MN018239	2016-06-29	2016.492000	2016.492000	2016.492000
NODE_0003503	2016-06-29	2016.494392	2016.341086	2016.664000
MW731829	2016-08-06	2016.597232	2016.582000	2016.664000
NODE_0003505	2016-08-31	2016.664000	2016.508624	2016.664000
MN018240	2016-08-31	2016.664000	2016.664000	2016.664000
MK377400	2016-08-31	2016.664000	2016.664000	2016.664000
NODE_0003070	2016-01-03	2016.006895	2015.593985	2016.412589
NODE_0003076	2016-06-30	2016.497246	2016.231535	2016.579000
KX830908	2016-07-13	2016.531730	2016.497000	2016.579000
KX830909	2016-07-13	2016.531730	2016.497000	2016.579000
NODE_0003508	2016-02-22	2016.144251	2015.832620	2016.429782
NODE_0003509	2016-04-02	2016.253205	2015.992529	2016.465882
MH674135	2016-09-09	2016.689000	2016.689000	2016.689000
NODE_0003071	2016-08-21	2016.639000	2016.459725	2016.639000
MH844544	2016-09-01	2016.667000	2016.667000	2016.667000
MH674141	2016-08-21	2016.639000	2016.639000	2016.639000
NODE_0003511	2016-05-24	2016.394535	2016.096711	2016.638210
MK377390	2016-09-08	2016.686000	2016.686000	2016.686000
NODE_0003512	2016-07-22	2016.555577	2016.321291	2016.652525
MN018238	2016-09-08	2016.686000	2016.686000	2016.686000
MH674152	2016-08-31	2016.664000	2016.664000	2016.664000
NODE_0003077	2015-10-03	2015.756162	2015.301084	2016.207813
MN259114	2016-01-06	2016.015103	2016.000000	2016.997000
NODE_0003514	2015-11-09	2015.856448	2015.490564	2016.213173
NODE_0003515	2016-01-16	2016.043309	2015.698147	2016.409441
NODE_0003083	2016-07-12	2016.530000	2016.275717	2016.530000
KX957756	2016-07-12	2016.530000	2016.530000	2016.530000
KX957759	2016-07-18	2016.544000	2016.544000	2016.544000
NODE_0003517	2016-04-27	2016.320604	2016.008919	2016.489000
MN259117	2016-10-25	2016.814949	2016.000000	2016.997000
KY385889	2016-06-27	2016.489000	2016.489000	2016.489000
NODE_0003518	2015-12-13	2015.947981	2015.652417	2016.224324
NODE_0003081	2016-07-17	2016.541000	2016.302043	2016.541000
KX957757	2016-07-17	2016.541000	2016.541000	2016.541000
KX957760	2016-07-22	2016.557000	2016.557000	2016.557000
NODE_0003084	2016-02-19	2016.136470	2015.895177	2016.350043
MW731862	2016-10-01	2016.749000	2016.749000	2016.821445
NODE_0003085	2016-04-08	2016.268327	2016.094974	2016.422365
KY272939	2016-07-10	2016.522000	2016.522000	2016.522000
KY272933	2016-07-03	2016.503000	2016.503000	2016.503000
KY272930	2016-06-30	2016.497000	2016.497000	2016.497000
NODE_0003522	2016-06-07	2016.434000	2016.263792	2016.434000
MK105980	2016-06-07	2016.434000	2016.434000	2016.434000
KY272923	2016-06-25	2016.481000	2016.481000	2016.481000
NODE_0003523	2016-04-27	2016.319679	2016.182217	2016.430483
KY272917	2016-06-15	2016.454000	2016.454000	2016.454000
NODE_0003524	2016-05-14	2016.367421	2016.254837	2016.434000
KY272953	2016-06-07	2016.434000	2016.434000	2016.434000
NODE_0003089	2016-06-11	2016.444343	2016.345853	2016.501922
KY272935	2016-07-07	2016.516000	2016.516000	2016.516000
KY272942	2016-07-26	2016.566000	2016.566000	2016.566000
NODE_0003106	2015-07-17	2015.542003	2015.068673	2016.033189
NODE_0003107	2015-12-21	2015.972396	2015.608640	2016.340264
MT795867	2016-10-01	2016.751000	2016.751000	2016.751000
KY272929	2016-06-30	2016.497000	2016.497000	2016.497000
NODE_0003118	2016-06-13	2016.448823	2016.125466	2016.459000
KY272919	2016-06-16	2016.459000	2016.459000	2016.459000
KY272959	2016-10-17	2016.795000	2016.795000	2016.795000
NODE_0003529	2016-03-07	2016.181245	2015.929684	2016.513714
MT791929	2016-08-13	2016.615000	2016.615000	2016.615000
MH674123	2016-08-29	2016.661000	2016.661000	2016.661000
NODE_0003534	2016-02-05	2016.096861	2015.824467	2016.392828
MK521591	2016-06-12	2016.448000	2016.448000	2016.448000
NODE_0003131	2016-05-07	2016.349092	2016.144945	2016.467180
KY272948	2016-08-20	2016.634000	2016.634000	2016.634000
KY272924	2016-06-25	2016.481000	2016.481000	2016.481000
NODE_0003546	2016-03-01	2016.166331	2015.824423	2016.440000
KY272954	2016-06-10	2016.440000	2016.440000	2016.440000
NODE_0003547	2016-05-05	2016.342642	2016.076903	2016.492000
KY272926	2016-06-29	2016.492000	2016.492000	2016.492000
NODE_0003548	2016-06-16	2016.458103	2016.245743	2016.492000
KY272927	2016-06-29	2016.492000	2016.492000	2016.492000
NODE_0003133	2016-08-01	2016.582246	2016.419797	2016.664000
MW731834	2016-08-31	2016.664000	2016.591626	2016.664000
NODE_0003550	2016-08-28	2016.658307	2016.546133	2016.735000
MH307398	2016-11-19	2016.883000	2016.883000	2016.883000
KY272958	2016-09-26	2016.735000	2016.735000	2016.735000
NODE_0004021	2016-01-20	2016.053922	2015.759492	2016.352878
NODE_0003540	2016-03-22	2016.222454	2015.891583	2016.492000
NODE_0003541	2016-06-30	2016.497000	2016.253859	2016.497000
KY272931	2016-06-30	2016.497000	2016.497000	2016.497000
KY272955	2016-07-07	2016.516000	2016.516000	2016.516000
NODE_0003544	2016-06-06	2016.431656	2016.196510	2016.492000
KY272925	2016-06-29	2016.492000	2016.492000	2016.492000
NODE_0003114	2016-09-11	2016.694000	2016.498984	2016.694000
MH674163	2016-09-11	2016.694000	2016.694000	2016.694000
MH674164	2016-09-12	2016.699000	2016.699000	2016.699000
NODE_0004026	2016-02-19	2016.135466	2015.901141	2016.370427
NODE_0003137	2016-05-10	2016.355297	2016.172359	2016.498101
MT789735	2016-07-11	2016.525000	2016.525000	2016.525000
NODE_0003533	2016-07-01	2016.497462	2016.314701	2016.574000
KY272951	2016-09-11	2016.694000	2016.694000	2016.694000
KY272944	2016-07-29	2016.574000	2016.574000	2016.574000
NODE_0003530	2016-04-22	2016.307703	2016.086048	2016.512209
KY272936	2016-07-10	2016.522000	2016.522000	2016.522000
NODE_0003531	2016-06-13	2016.449076	2016.252938	2016.539188
MW731840	2016-08-01	2016.582000	2016.582000	2016.654448
KY272941	2016-07-21	2016.552000	2016.552000	2016.552000
NODE_0004031	2016-02-21	2016.139856	2015.846090	2016.440000
MK105981	2016-06-10	2016.440000	2016.440000	2016.440000
NODE_0004032	2016-04-19	2016.299610	2016.078365	2016.461897
KY272928	2016-06-30	2016.495000	2016.495000	2016.495000
NODE_0003551	2016-06-09	2016.438812	2016.155593	2016.637000
NODE_0003552	2016-08-28	2016.658000	2016.437959	2016.658000
MT795868	2016-09-28	2016.743000	2016.743000	2016.743000
MH674148	2016-08-28	2016.658000	2016.658000	2016.658000
NODE_0003553	2016-08-21	2016.637000	2016.400779	2016.637000
KY272949	2016-08-21	2016.637000	2016.637000	2016.637000
NODE_0003554	2016-08-20	2016.636486	2016.457698	2017.061789
NODE_0003555	2017-10-24	2017.812967	2017.030171	2018.279036
MN403166	2018-07-22	2018.556000	2018.556000	2018.556000
MN403226	2018-06-20	2018.468000	2018.468000	2018.468000
NODE_0003140	2017-07-04	2017.504142	2017.019377	2018.026690
NODE_0004039	2017-08-26	2017.651418	2017.265053	2018.088177
NODE_0003150	2018-07-09	2018.519521	2018.212729	2018.611000
MN403121	2018-08-12	2018.611000	2018.611000	2018.611000
NODE_0003558	2018-08-20	2018.633000	2018.436584	2018.633000
MN403122	2018-08-20	2018.633000	2018.633000	2018.633000
MN403259	2018-11-09	2018.855000	2018.855000	2018.855000
NODE_0003172	2018-02-28	2018.161574	2017.807301	2018.480395
NODE_0003560	2018-09-05	2018.679000	2018.296678	2018.679000
MZ576286	2018-09-05	2018.679000	2018.679000	2018.679000
MZ576297	2018-09-18	2018.715000	2018.715000	2018.715000
NODE_0003174	2018-05-18	2018.377935	2018.105807	2018.585098
MN245426	2018-08-30	2018.663000	2018.663000	2018.663000
NODE_0003563	2018-06-22	2018.473971	2018.227350	2018.641243
MN245402	2018-10-09	2018.770000	2018.770000	2018.770000
MN245428	2018-10-20	2018.800000	2018.800000	2018.800000
NODE_0003180	2017-11-22	2017.892961	2017.478383	2018.307738
NODE_0003181	2018-05-27	2018.401916	2018.057487	2018.644849
MK301347	2018-09-24	2018.729000	2018.729000	2018.729000
MZ576301	2018-09-24	2018.729000	2018.729000	2018.729000
NODE_0003182	2018-02-24	2018.149938	2017.856751	2018.412130
MN403277	2018-10-25	2018.814000	2018.814000	2018.814000
MN403227	2018-06-27	2018.485000	2018.485000	2018.485000
NODE_0003184	2018-04-17	2018.291268	2018.074272	2018.473540
MN018236	2018-12-07	2018.934000	2018.934000	2018.934000
MK419073	2018-10-10	2018.775000	2018.775000	2018.775000
NODE_0004050	2018-05-16	2018.369893	2018.177173	2018.515401
MN726792	2018-08-13	2018.616000	2018.616000	2018.616000
MZ576306	2018-09-28	2018.740000	2018.740000	2018.740000
NODE_0004051	2018-06-01	2018.415862	2018.195604	2018.605612
MN726790	2018-10-01	2018.748000	2018.748000	2018.748000
MN764889	2019-01-17	2019.044000	2019.044000	2019.044000
NODE_0003159	2017-11-28	2017.907976	2017.497096	2018.331923
NODE_0003160	2019-07-21	2019.553000	2019.185365	2019.553000
MN814240	2019-07-21	2019.553000	2019.553000	2019.553000
MN814247	2019-11-03	2019.841000	2019.841000	2019.841000
NODE_0003574	2018-01-09	2018.023851	2017.686117	2018.348932
NODE_0003162	2018-09-09	2018.688000	2018.521585	2018.688000
MK121711	2018-09-09	2018.688000	2018.688000	2018.688000
MK105984	2018-09-09	2018.688000	2018.688000	2018.688000
NODE_0003163	2018-06-07	2018.430288	2018.128909	2018.627000
MK121710	2018-08-17	2018.627000	2018.627000	2018.627000
MK105983	2018-08-17	2018.627000	2018.627000	2018.627000
NODE_0003577	2018-07-05	2018.507634	2018.280232	2018.677218
MN245416	2018-09-21	2018.723000	2018.723000	2018.723000
NODE_0003578	2018-07-26	2018.566778	2018.388524	2018.677938
NODE_0003164	2018-09-13	2018.701000	2018.587591	2018.701000
MK121715	2018-09-13	2018.701000	2018.701000	2018.701000
MK105988	2018-09-13	2018.701000	2018.701000	2018.701000
NODE_0003580	2018-08-31	2018.664454	2018.497702	2018.762000
MZ576316	2018-10-06	2018.762000	2018.762000	2018.762000
NODE_0003582	2018-10-11	2018.778000	2018.639375	2018.778000
MT789747	2018-10-11	2018.778000	2018.778000	2018.778000
MK301354	2018-10-14	2018.786000	2018.786000	2018.786000
NODE_0003583	2017-08-27	2017.654749	2017.198257	2018.163443
NODE_0003141	2018-05-27	2018.402661	2018.004750	2018.501000
MN403167	2018-07-02	2018.501000	2018.501000	2018.501000
NODE_0003585	2018-07-02	2018.500356	2018.209312	2018.676698
MN245443	2018-10-22	2018.808000	2018.808000	2018.808000
MN245438	2018-09-27	2018.737000	2018.737000	2018.737000
NODE_0003586	2017-10-13	2017.783291	2017.425701	2018.178899
MN403165	2018-07-02	2018.499000	2018.499000	2018.499000
NODE_0003587	2017-11-25	2017.900273	2017.614379	2018.200630
NODE_0003154	2018-04-27	2018.318850	2018.011696	2018.588077
MN245419	2018-09-25	2018.734000	2018.734000	2018.734000
MN726797	2018-12-03	2018.923000	2018.923000	2018.923000
NODE_0003589	2018-01-11	2018.027470	2017.767053	2018.284850
NODE_0003178	2018-05-02	2018.331975	2018.059010	2018.583260
MT789746	2018-11-22	2018.893000	2018.893000	2018.893000
NODE_0003591	2018-09-09	2018.690000	2018.390209	2018.690000
MK121712	2018-09-09	2018.690000	2018.690000	2018.690000
MK105985	2018-09-09	2018.690000	2018.690000	2018.690000
NODE_0003594	2018-03-04	2018.171614	2017.782764	2018.485000
NODE_0003595	2018-05-13	2018.363598	2018.114018	2018.485000
MN403228	2018-06-27	2018.485000	2018.485000	2018.485000
NODE_0003596	2018-06-26	2018.484897	2018.244308	2018.623284
MN726794	2018-10-10	2018.773000	2018.773000	2018.773000
NODE_0003597	2018-07-19	2018.546027	2018.343787	2018.707144
MT789745	2018-12-22	2018.973000	2018.973000	2018.973000
MN403268	2018-10-10	2018.773000	2018.773000	2018.773000
NODE_0003599	2018-04-21	2018.303596	2017.974575	2018.619626
NODE_0003600	2018-06-10	2018.441052	2018.203185	2018.643461
MK419061	2018-10-02	2018.751000	2018.751000	2018.751000
NODE_0003601	2018-07-31	2018.578571	2018.381763	2018.680853
MK121716	2018-09-21	2018.721000	2018.721000	2018.721000
MN245435	2018-09-12	2018.696000	2018.696000	2018.696000
NODE_0003603	2018-06-19	2018.463136	2018.203672	2018.709704
MN403298	2018-09-24	2018.729000	2018.729000	2018.729000
NODE_0003604	2018-08-03	2018.588978	2018.389788	2018.734000
MN245410	2018-09-25	2018.734000	2018.734000	2018.734000
NODE_0003158	2018-11-05	2018.844000	2018.706724	2018.844000
MN253123	2018-11-18	2018.882000	2018.882000	2018.882000
MN245431	2018-11-05	2018.844000	2018.844000	2018.844000
NODE_0003189	2015-10-21	2015.805477	2015.417126	2016.189480
MK659589	2018-09-04	2018.674000	2018.674000	2018.737164
NODE_0003190	2015-12-31	2015.998673	2015.691586	2016.283330
NODE_0003608	2016-06-20	2016.467945	2015.445005	2017.602435
NODE_0003201	2017-02-28	2017.160797	2016.427010	2017.926823
MN246023	2018-08-21	2018.636000	2018.636000	2018.938880
NODE_0003202	2017-12-03	2017.923014	2017.422457	2018.363500
MK659593	2018-09-29	2018.745000	2018.674233	2018.745000
NODE_0003611	2018-02-13	2018.120010	2017.742116	2018.407270
MK659599	2018-08-30	2018.663000	2018.589912	2018.663000
NODE_0003612	2018-06-03	2018.421400	2018.080617	2018.608160
MK659591	2018-09-01	2018.666000	2018.666000	2018.728898
MK659602	2018-08-30	2018.663000	2018.592000	2018.663000
NODE_0003613	2016-10-27	2016.821714	2015.925016	2017.799182
NODE_0003209	2017-05-14	2017.364887	2016.702646	2018.079620
NODE_0003210	2018-01-08	2018.019748	2017.524209	2018.449473
MK419076	2018-10-11	2018.778000	2018.778000	2018.778000
NODE_0003211	2018-05-21	2018.386126	2018.025283	2018.621381
MK419054	2018-09-25	2018.734000	2018.734000	2018.734000
MK419055	2018-09-28	2018.740000	2018.740000	2018.740000
NODE_0003212	2017-10-02	2017.753290	2017.249100	2018.270050
NODE_0004093	2017-12-10	2017.941262	2017.528227	2018.332526
OK085462	2018-12-14	2018.951488	2018.923000	2018.997000
MK836149	2018-08-30	2018.663000	2018.589325	2018.663000
NODE_0003214	2018-02-25	2018.150815	2017.741377	2018.533183
MN246028	2018-07-04	2018.506555	2018.000000	2018.997000
NODE_0003215	2018-08-14	2018.619000	2018.360113	2018.619000
MK419034	2018-08-14	2018.619000	2018.619000	2018.619000
MK419036	2018-08-18	2018.630000	2018.630000	2018.630000
NODE_0003621	2017-01-17	2017.045122	2016.318474	2017.850619
NODE_0003193	2018-03-12	2018.194200	2017.449553	2018.997000
MN246008	2018-06-29	2018.490872	2018.000000	2018.997000
MN246009	2018-06-29	2018.490872	2018.000000	2018.997000
NODE_0003624	2017-04-07	2017.265485	2016.493942	2018.068623
MZ576308	2018-09-29	2018.745000	2018.745000	2018.745000
NODE_0003625	2017-06-03	2017.419365	2016.779842	2018.068949
MN245988	2018-01-01	2018.000000	2018.000000	2018.879246
NODE_0003629	2017-07-16	2017.538943	2017.008529	2018.091040
NODE_0003630	2017-09-08	2017.685595	2017.260471	2018.142965
NODE_0003235	2018-02-11	2018.112572	2017.653269	2018.665657
MN245999	2018-05-03	2018.336536	2018.000000	2018.682000
MN245992	2018-10-15	2018.788963	2018.000000	2018.997000
NODE_0003231	2018-03-03	2018.169567	2017.624053	2018.701928
MN246021	2018-09-12	2018.696000	2018.696000	2018.997000
NODE_0003636	2018-05-20	2018.381220	2017.981082	2018.721827
MN246024	2018-11-24	2018.896611	2018.784000	2018.997000
NODE_0003637	2018-08-12	2018.613073	2018.274909	2018.767000
MN246020	2018-11-20	2018.885729	2018.000000	2018.997000
MK419068	2018-10-07	2018.767000	2018.767000	2018.767000
NODE_0003638	2017-08-31	2017.664865	2017.248457	2018.097958
NODE_0003639	2017-11-04	2017.843561	2017.437595	2018.273838
MK419074	2018-10-10	2018.775000	2018.775000	2018.775000
NODE_0003640	2017-12-26	2017.983888	2017.672397	2018.290806
MK836151	2018-08-28	2018.655000	2018.588539	2018.655000
NODE_0003641	2018-02-17	2018.128818	2017.872758	2018.332134
OL687537	2018-08-29	2018.658000	2018.658000	2018.658000
NODE_0003642	2018-04-11	2018.274070	2018.039433	2018.436067
MK836145	2018-08-01	2018.581000	2018.581000	2018.646507
NODE_0003643	2018-05-17	2018.373726	2018.176479	2018.464902
MT795861	2018-06-24	2018.477000	2018.477000	2018.477000
NODE_0003644	2018-07-05	2018.509446	2018.245602	2018.712000
MK419072	2018-10-10	2018.773000	2018.773000	2018.773000
NODE_0003645	2018-09-17	2018.712000	2018.494542	2018.712000
OQ148355	2021-11-03	2021.841000	2021.841000	2021.841000
MK419044	2018-09-17	2018.712000	2018.712000	2018.712000
NODE_0003216	2017-11-29	2017.911188	2017.563323	2018.250234
MN246015	2018-01-01	2018.000000	2018.000000	2018.569627
NODE_0003647	2018-01-29	2018.078268	2017.701111	2018.493405
MK419058	2018-09-28	2018.740000	2018.740000	2018.740000
NODE_0003648	2018-03-31	2018.246266	2017.966680	2018.508240
MK419049	2018-09-21	2018.723000	2018.723000	2018.723000
NODE_0003649	2018-05-17	2018.375292	2018.132276	2018.542063
LC627049	2018-11-02	2018.836000	2018.836000	2018.836000
NODE_0003650	2018-07-11	2018.525604	2018.303128	2018.622000
MK419038	2018-09-01	2018.666000	2018.666000	2018.666000
NODE_0003651	2018-08-16	2018.622000	2018.468500	2018.622000
MK419035	2018-08-16	2018.622000	2018.622000	2018.622000
MK419046	2018-09-17	2018.710000	2018.710000	2018.710000
NODE_0003223	2018-01-22	2018.060226	2017.755792	2018.366096
MK659595	2018-09-29	2018.745000	2018.683955	2018.745000
NODE_0003224	2018-04-28	2018.322223	2018.033451	2018.601205
MK836150	2018-08-01	2018.581000	2018.581000	2018.653449
NODE_0004122	2018-07-24	2018.560515	2018.301722	2018.637520
MK836152	2018-08-07	2018.599360	2018.581000	2018.663000
MK419067	2018-10-06	2018.762000	2018.762000	2018.762000
NODE_0003227	2018-07-31	2018.579120	2018.338575	2018.734000
MN245987	2018-12-30	2018.997000	2018.763833	2018.997000
MK659588	2018-09-01	2018.666000	2018.666000	2018.734000
NODE_0003229	2018-10-17	2018.792966	2018.517083	2018.997000
MN246035	2018-12-10	2018.942386	2018.715814	2018.997000
MT081368	2018-12-10	2018.942386	2018.715814	2018.997000
NODE_0003236	2016-02-23	2016.146142	2015.907590	2016.338670
NODE_0003257	2016-04-07	2016.266576	2016.086911	2016.380504
MK419041	2018-09-09	2018.690000	2018.690000	2018.690000
NODE_0003258	2016-05-31	2016.413000	2016.318920	2016.413000
MN403249	2016-05-31	2016.413000	2016.413000	2016.413000
NODE_0003659	2017-01-25	2017.067600	2016.407657	2017.613565
MN246001	2018-01-05	2018.012542	2018.000000	2018.666000
NODE_0003660	2017-08-19	2017.630829	2017.069975	2018.087733
MN246005	2018-03-13	2018.197000	2018.197000	2018.842579
NODE_0003662	2017-11-25	2017.898874	2017.462387	2018.202026
MN173594	2018-11-21	2018.890000	2018.890000	2018.890000
NODE_0003663	2018-01-01	2018.000834	2017.691405	2018.282787
MN246031	2018-01-27	2018.073188	2018.000000	2018.997000
NODE_0003664	2018-02-13	2018.119036	2017.801276	2018.401827
MK659600	2018-08-28	2018.655000	2018.589066	2018.655000
MK659597	2018-09-29	2018.745000	2018.674309	2018.745000
NODE_0003665	2016-08-10	2016.608596	2015.634190	2017.688737
NODE_0003252	2017-08-29	2017.659442	2017.071267	2018.202418
NODE_0003255	2018-01-01	2018.000834	2017.694394	2018.585530
MN245986	2018-07-04	2018.504652	2018.000000	2018.997000
MN245984	2018-03-21	2018.218537	2018.000000	2018.997000
MN245985	2018-03-21	2018.218537	2018.000000	2018.997000
NODE_0004136	2017-11-12	2017.864658	2017.413521	2018.271086
MZ576323	2018-10-07	2018.767000	2018.767000	2018.767000
NODE_0003254	2018-03-24	2018.225098	2017.821852	2018.498064
MK419080	2018-10-26	2018.819000	2018.819000	2018.819000
MK419070	2018-10-09	2018.770000	2018.770000	2018.770000
NODE_0003669	2016-12-24	2016.978344	2016.139955	2017.841839
NODE_0003248	2018-04-03	2018.253828	2017.810655	2018.676092
MN246016	2018-06-12	2018.443869	2018.000000	2018.997000
MK419042	2018-09-16	2018.707000	2018.707000	2018.707000
NODE_0003671	2017-03-12	2017.194453	2016.556266	2017.867709
MN245991	2018-02-22	2018.144696	2018.000000	2018.997000
NODE_0003672	2017-05-16	2017.370581	2016.860798	2017.880205
MN245993	2018-01-01	2018.000000	2018.000000	2018.457402
NODE_0003673	2017-06-27	2017.485482	2017.089945	2017.899516
NODE_0003674	2017-08-16	2017.623118	2017.307338	2017.970403
NODE_0003675	2017-10-16	2017.789756	2017.483165	2018.129788
MK419048	2018-09-20	2018.718000	2018.718000	2018.718000
NODE_0003238	2018-06-21	2018.470694	2018.063819	2018.713077
MN245403	2018-10-10	2018.775000	2018.775000	2018.775000
MN246002	2018-10-06	2018.764000	2018.764000	2018.968934
NODE_0003677	2017-10-16	2017.789699	2017.488678	2018.100630
NODE_0003244	2018-08-29	2018.659927	2018.366359	2018.816200
MN246003	2018-12-30	2018.997000	2018.802934	2018.997000
MK836168	2018-10-01	2018.748000	2018.748000	2018.813988
MN245989	2018-10-06	2018.764305	2018.000000	2018.997000
NODE_0003679	2018-02-21	2018.141580	2017.715348	2018.548851
MK419033	2018-08-06	2018.595000	2018.595000	2018.595000
NODE_0003680	2018-04-23	2018.306941	2017.994774	2018.550719
MK419043	2018-09-13	2018.699000	2018.699000	2018.699000
NODE_0003681	2018-06-08	2018.433602	2018.176410	2018.577646
MK659604	2018-08-30	2018.663000	2018.591759	2018.663000
MK659590	2018-08-01	2018.581000	2018.581000	2018.653486
